wall_time,sim_time,symbol,last_price,last_size,trade_detected,vwap,mid,bar_close,macd_line,signal_line,histogram
2026-04-02T14:37:28.075735,2025-04-10 09:55:15,IBM,231.0600,1,1,231.3404,231.0550,,,,
2026-04-02T14:37:29.080205,2025-04-10 09:55:16,IBM,231.0600,1,0,231.3404,231.0600,,,,
2026-04-02T14:37:30.095015,2025-04-10 09:55:17,IBM,231.0600,1,0,231.3404,231.0600,231.0600,-0.069257,-0.087073,0.017817
2026-04-02T14:37:31.100549,2025-04-10 09:55:18,IBM,231.1400,3,1,231.3393,231.0600,,,,
2026-04-02T14:37:32.101451,2025-04-10 09:55:19,IBM,231.1400,3,0,231.3393,231.0600,,,,
2026-04-02T14:37:33.108232,2025-04-10 09:55:20,IBM,231.1400,3,0,231.3393,231.0600,,,,
2026-04-02T14:37:34.110416,2025-04-10 09:55:21,IBM,231.1400,3,0,231.3393,231.0600,,,,
2026-04-02T14:37:35.111951,2025-04-10 09:55:22,IBM,231.1400,3,0,231.3393,231.0600,231.0600,-0.073553,-0.084369,0.010816
2026-04-02T14:37:36.111703,2025-04-10 09:55:23,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:37.118608,2025-04-10 09:55:24,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:38.117491,2025-04-10 09:55:25,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:39.119428,2025-04-10 09:55:26,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:40.125964,2025-04-10 09:55:27,IBM,231.1400,3,0,231.3393,231.0650,231.0650,-0.075682,-0.082632,0.006950
2026-04-02T14:37:41.129975,2025-04-10 09:55:28,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:42.131108,2025-04-10 09:55:29,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:43.133396,2025-04-10 09:55:30,IBM,231.1400,3,0,231.3393,231.0650,,,,
2026-04-02T14:37:44.142116,2025-04-10 09:55:31,IBM,231.1800,1,1,231.3390,231.1950,,,,
2026-04-02T14:37:45.141947,2025-04-10 09:55:32,IBM,231.1800,1,0,231.3390,231.2000,231.2000,-0.065718,-0.079249,0.013531
2026-04-02T14:37:46.143741,2025-04-10 09:55:33,IBM,231.1800,1,0,231.3390,231.2000,,,,
2026-04-02T14:37:47.148170,2025-04-10 09:55:34,IBM,231.1800,1,0,231.3390,231.2000,,,,
2026-04-02T14:37:48.149604,2025-04-10 09:55:35,IBM,231.1800,1,0,231.3390,231.2000,,,,
2026-04-02T14:37:49.148895,2025-04-10 09:55:36,IBM,231.1800,1,0,231.3390,231.2000,,,,
2026-04-02T14:37:50.163772,2025-04-10 09:55:37,IBM,231.3300,1,1,231.3390,231.2050,231.2050,-0.056764,-0.074752,0.017988
2026-04-02T14:37:51.164190,2025-04-10 09:55:38,IBM,231.2600,1,1,231.3389,231.2050,,,,
2026-04-02T14:37:52.166744,2025-04-10 09:55:39,IBM,231.2600,1,0,231.3389,231.2350,,,,
2026-04-02T14:37:53.164484,2025-04-10 09:55:40,IBM,231.2600,1,0,231.3389,231.2350,,,,
2026-04-02T14:37:54.174329,2025-04-10 09:55:41,IBM,231.2600,1,0,231.3389,231.2350,,,,
2026-04-02T14:37:55.175217,2025-04-10 09:55:42,IBM,231.2600,1,0,231.3389,231.2350,231.2350,-0.046709,-0.069143,0.022435
2026-04-02T14:37:56.175963,2025-04-10 09:55:43,IBM,231.2600,1,0,231.3389,231.2350,,,,
2026-04-02T14:37:57.182651,2025-04-10 09:55:44,IBM,231.4400,1,1,231.3391,231.3000,,,,
2026-04-02T14:37:58.185165,2025-04-10 09:55:45,IBM,231.4400,1,0,231.3391,231.3000,,,,
2026-04-02T14:37:59.187065,2025-04-10 09:55:46,IBM,231.3200,1,1,231.3390,231.3150,,,,
2026-04-02T14:38:00.195829,2025-04-10 09:55:47,IBM,231.3200,1,0,231.3390,231.3150,231.3150,-0.031916,-0.061698,0.029782
2026-04-02T14:38:01.193581,2025-04-10 09:55:48,IBM,231.3200,1,0,231.3390,231.3150,,,,
